y.gs	y.bn	y.ps	cov
1.458297105	1	4	1.399637098
0.477456066	1	3	0.583968185
0.076263451	1	0	0.18277557
-2.89530796	0	0	-2.788795841
-1.86347078	0	0	-1.614299088
-0.721510769	0	1	-0.721433208
1.930309646	1	4	2.123782322
-1.308800995	1	0	-1.202288876
0.608707468	0	0	0.920702971
0.881263269	1	1	1.064366705
0.472493455	0	1	0.413833448
-0.308764286	1	0	-0.136183911
-0.663823067	0	1	-0.300083961
0.881409672	0	7	1.064513109
0.717079177	1	4	0.900172481
0.804397614	1	2	0.735214547
-0.098141803	0	1	-0.15680181
-0.310964005	0	0	-0.291556133
0.11878998	1	2	0.430785483
-0.351244811	0	0	-0.168141374
-0.896172951	1	0	-0.779137771
0.162500566	1	1	0.269012685
-1.787179011	0	0	-1.845839018
0.042752386	0	1	-0.026430681
-2.080257975	0	0	-1.984268918
-1.453168798	0	1	-1.229579
1.212810264	1	2	1.212887825
-0.083461961	1	0	0.089118414
-1.76857377	0	0	-1.672584712
0.401529254	1	3	0.497518312
-0.404887578	0	0	-0.232307203
-0.723781327	0	0	-0.540677891
-0.106621225	1	0	-0.010632167
-0.043774224	0	0	-0.039751381
0.228434161	1	3	0.393683848
-0.926053891	0	0	-0.742950454
-0.802955368	1	0	-0.550398269
0.639665802	1	2	0.75615771
-0.876644552	0	1	-0.704064177
1.748167598	1	9	1.854679717
-0.13954863	0	2	-0.043559573
-1.542174166	0	0	-1.534765916
0.515903902	1	3	0.457243895
0.645434345	1	2	0.828537781
-0.90477654	0	0	-0.768476224
-2.293399771	0	0	-2.186887652
-0.252481384	0	0	-0.245073134
0.46009868	0	0	0.460176242
2.87919505	1	27	3.062298486
-0.426837609	0	0	-0.330848552
-0.282826967	1	0	-0.176314848
-1.89787299	0	0	-1.791360871
0.808055773	0	4	0.904044831
-0.979242999	1	0	-0.806662624
0.080498257	0	1	0.466734307
0.564604592	0	1	0.505944586
1.350133956	1	6	1.522714331
-0.091362968	0	0	-0.160546036
0.816267258	0	2	0.988847633
-0.316208311	1	1	-0.305414654
-1.068604109	0	0	-0.951568929
-0.337506463	0	1	-0.230994344
0.234932946	0	0	0.17627294
-0.326618033	1	0	-0.220105914
0.880275849	0	3	1.052856224
2.553770964	1	13	2.72635134
0.04235695	1	0	0.148869069
1.425685777	1	1	1.608789214
-0.819458425	0	0	-0.878118432
-1.395651185	1	0	-1.299662128
0.762374696	1	3	1.063847138
0.695954968	1	0	0.812990148
-1.487881032	0	0	-1.381368913
-0.301912435	0	0	-0.195400316
-1.50617724	0	0	-1.11994119
0.298088326	0	0	0.473861074
-0.545037198	0	0	-0.438525079
1.3419703	1	3	1.448482419
-1.060521719	1	0	-0.811350026
-0.626325792	0	1	-0.69550886
1.050528399	0	1	1.233631836
-0.984498651	0	1	-0.672503149
-0.518806626	0	0	-0.422817569
-0.360581812	1	0	-0.188001437
1.850834408	1	11	1.792174402
0.419535872	0	2	0.536571053
0.332913717	1	0	0.516017153
1.040145504	0	3	1.136134562
-1.276835882	0	1	-1.053246084
0.878882643	1	0	1.06198608
-0.467976018	1	3	-0.215418919
0.224502006	0	3	0.598764173
-0.555026157	1	1	-0.305854464
-0.447122196	0	1	-0.516305264
0.32235911	1	4	0.505462547
0.972528636	1	2	1.068517694
-1.561735594	0	0	-1.550941938
-1.729727115	0	1	-1.623214996
0.331005255	1	1	0.632477697
1.238975081	1	3	1.334964139
-0.461335354	1	1	-0.344300174
-0.762596754	0	0	-0.666607696
-2.096513894	0	0	-1.923933519
0.748016418	1	3	0.854528537
-1.932933503	0	0	-1.815898323
-0.579259653	0	0	-0.33008796
-0.62797429	1	3	-0.521462171
-1.501009257	0	0	-1.317905821
-1.891083705	1	0	-1.71850333
-1.320839942	1	0	-1.148259567
1.291610545	0	4	1.398122663
-0.30550856	0	2	-0.18847338
-2.939347234	0	0	-2.998007241
-0.071848211	0	1	0.034663908
-0.376425678	1	0	-0.269913559
-0.604749174	0	0	-0.498237055
0.403969467	1	1	0.499958524
0.199294682	0	0	0.371875057
0.025912161	1	1	0.13242428
-0.190811834	0	1	-0.073776654
-3.399217276	0	0	-3.2266369
-0.1071484	0	0	0.065431975
-1.294393704	1	0	-1.286985454
0.586071856	1	1	0.682060914
1.117404725	1	3	1.223916844
-0.699404839	1	2	-0.59289272
1.919503203	0	6	2.092083578
-0.698781288	0	0	-0.60279223
-0.345420559	1	0	-0.151804194
0.061147249	1	0	0.17818243
0.570831768	1	1	0.61669569
-2.726670727	0	0	-2.425198285
-2.242794394	0	1	-2.056305551
-0.107275622	1	1	0.075827814
0.391432775	1	0	0.703428277
1.825112911	1	7	2.084797532
-0.181132782	0	1	-0.064097602
-0.528880473	0	0	-0.432891415
1.881807714	1	11	2.068296557
-1.027824734	0	1	-0.844721297
0.83893519	0	4	0.945447308
0.805133138	1	2	0.911645257
-0.887718845	0	0	-0.770683665
-0.754590425	0	0	-0.58201005
0.258415082	1	1	0.364927201
-1.719083038	0	0	-1.532594195
0.915287219	0	1	1.011276277
-2.147989032	1	1	-1.964885596
0.453480518	1	1	0.559992637
-0.95910345	1	0	-0.84206827
0.488021755	0	1	0.594533874
0.525876648	1	1	0.467216641
1.372556536	1	4	1.479068655
0.63049723	0	5	0.63790548
1.651563429	0	3	1.582380361
-0.234940032	0	0	0.066532409
1.233800159	1	5	1.416903596
-1.978660384	0	0	-1.795556947
-2.93797482	0	0	-2.703861961
-1.03862464	0	0	-0.932112522
0.432485272	1	3	0.549520453
-0.377369363	0	0	-0.204788987
-1.510668909	0	0	-1.569328915
-0.806176407	1	2	-0.689141227
-0.66948721	0	1	-0.728147217
-0.087419394	1	4	0.214053047
-0.033144374	0	4	0.083890806
3.594162326	1	42	3.524979258
-1.021924598	1	0	-0.522070061
-2.096633205	0	1	-2.165816273
0.221353497	1	3	0.327865616
-0.023493699	0	1	0.159609738
-0.894361302	1	1	-0.787849183
-1.266260791	0	0	-1.129960475
-0.017273829	1	1	0.165829608
1.95317007	0	7	2.136273507
0.492649479	1	0	0.423466412
-1.063749863	0	1	-0.927449547
0.665783034	0	1	0.711646956
0.211222307	1	3	-0.023132886
-0.683496152	0	2	-0.742156158
-1.09390341	0	2	-0.910799973
-0.18520335	1	2	0.055033994
-0.27952752	0	2	-0.16249234
1.265651984	1	7	1.372164103
-0.16398992	1	0	-0.057477801
-1.029764083	0	0	-0.933775026
-2.49563727	0	0	-2.564820338
-0.891242395	0	1	-0.71866202
1.527535664	1	3	1.634047783
0.752276755	1	2	0.693616748
1.207878825	0	2	1.149218819
-0.078794239	0	1	-0.137454246
0.870552272	1	3	1.046518054
-0.012404547	1	2	0.094107572
-0.949921681	0	1	-1.019104749
-0.442934117	1	1	-0.325898937
-1.38022172	0	0	-1.273709601
1.191656184	1	2	1.37475962
0.201261727	1	2	0.318296907
-1.225087719	0	0	-1.052507344
-0.127988214	0	1	-0.18664822
0.649371345	1	1	0.755883464
-1.739749046	0	0	-1.808932113
0.40259559	1	1	0.498584648
0.306054063	0	3	0.412566182
-0.15065931	1	1	-0.209319316
-0.320132011	0	1	-0.224142953
-1.525360989	0	0	-1.425986525
-0.285234587	0	0	-0.189245529
-0.592309743	0	0	-0.419729368
-0.129132556	1	0	-0.198315623
1.53690744	1	6	1.478247434
-1.361980956	0	0	-1.060508515
-0.433533863	0	0	-0.297233547
-1.506055191	1	0	-1.399543072
-1.214614934	0	0	-1.118625876
0.103178196	0	0	0.199167254
1.911890482	1	8	2.00787954
-0.056998919	1	1	0.038990139
-0.823332612	0	0	-0.650752237
-0.014535405	0	0	0.102499776
0.92703726	0	3	1.044072441
-0.835466447	0	1	-0.652363011
2.993611802	1	20	3.110646983
-0.455631333	1	1	-0.349119214
-1.682769011	0	1	-1.576256892
-1.585081271	0	0	-1.409115489
0.384533969	1	1	0.567637405
-0.328040792	0	1	-0.397223859
-0.701783067	1	1	-0.605794009
0.889046557	1	1	1.006081737
0.238926158	1	1	0.422029595
0.216446295	1	0	0.322958414
2.328617418	1	9	2.501197793
-0.340567938	1	2	-0.367909926
-0.836954695	0	1	-0.895614701
0.687549817	1	2	0.628889811
0.182889168	1	3	0.365992604
1.016383411	1	3	1.112372469
0.177390778	1	1	0.349971153
1.712998773	1	7	1.819510892
-0.020124977	1	3	0.229046716
-0.016683712	0	2	0.364765454
-0.854275179	1	0	-0.737239998
-0.692039781	0	1	-0.750699788
0.763100145	0	5	0.880135325
0.261586846	1	1	0.495699706
0.544909777	1	2	0.73139862
0.115530694	0	2	0.145461628
1.205379305	1	4	1.322414485
1.018516663	0	7	1.253220013
-0.526063295	0	3	-0.353482919
0.613844417	1	0	0.796947853
1.387515903	0	5	1.765579662
-1.388049527	0	0	-1.292060469
0.540945902	1	1	0.647458021
-1.168994556	1	0	-1.062482437
3.454017168	1	29	3.62998295
0.42559133	1	1	0.598171705
0.45440422	1	1	0.46181247
0.115073021	1	0	0.356760203
-0.203913322	0	1	-0.097401203
0.675464401	1	3	0.771453459
-0.555856681	1	1	-0.625039749
-2.073481098	0	0	-1.966968979
1.586284066	0	9	1.758864441
0.070027799	1	0	0.176539918
-0.34547033	0	1	-0.238958212
0.94156323	1	4	1.114143605
1.819141418	1	4	1.915130475
1.137575242	0	2	1.068392174
-0.816942103	0	0	-0.633838667
-1.353610104	0	0	-1.422793172
-0.545346213	0	0	-0.362242776
-0.969418744	0	0	-0.852383563
0.928780018	1	1	1.035292137
-1.311513838	0	0	-1.205001719
-1.164489891	0	1	-1.047454711
0.563448832	1	0	0.812620525
-0.948669012	0	1	-0.574406845
-0.722227137	0	0	-0.488114278
-1.052390089	0	1	-0.94587797
0.188734192	1	1	0.199527849
-1.316021488	0	0	-1.198986308
0.36881716	1	0	0.541397536
-1.673519444	0	0	-1.567007325
0.832060416	1	0	0.77340041
-0.703149619	0	1	-0.527183837
0.073836679	0	1	0.180348798
-0.554651034	1	1	-0.61331104
-0.366832834	1	0	-0.12499183
0.093093045	1	1	0.210128226
0.062604363	0	1	0.169116482
0.06039663	1	0	0.166908749
0.238317185	0	1	0.41089756
0.21270154	0	1	0.308690598
0.033690885	1	1	0.216794321
-1.033545798	0	2	-0.857580016
1.416590123	1	6	1.523102242
-0.297453835	1	0	-0.190941716
0.65533126	1	2	0.827911635
-0.266704316	0	0	-0.083600879
1.140375156	0	3	1.326863999
-1.084183267	0	1	-0.911602892
-1.523163835	0	1	-1.427174777
0.051183374	1	3	-0.007476632
-0.071845796	1	0	0.034666323
0.354181444	1	1	0.460693563
0.182514596	1	2	0.289026715
-2.246731125	0	0	-2.063627688
-1.707688259	0	0	-1.611699201
-0.159975927	1	2	-0.063986869
1.946199413	1	5	2.139672089
0.415397173	1	1	0.532432353
0.637620439	1	1	0.403265246
0.628309564	0	2	0.800889939
0.015044956	1	2	0.111034014
-0.13714449	1	0	-0.206327558
0.098205739	1	2	0.410201242
-0.648783922	0	0	-0.465680486
0.521426122	0	1	0.627938241
0.323041025	1	4	0.635036527
-1.822130679	0	0	-1.71561856
-0.28549654	0	0	-0.232861804
-1.577990906	0	0	-1.402025124
1.176566853	1	1	1.27255591
0.531997858	0	3	0.638509977
-0.577507194	0	1	-0.481518137
1.054808821	0	4	1.16132094
0.529291343	0	5	0.69454103
-1.08990161	0	0	-0.906798174
-0.504424071	0	0	-0.397911952
-0.176395175	0	2	-0.235055181
-0.062232237	0	1	0.10301745
-0.466590957	0	2	-0.080354907
-0.051332935	1	0	0.065702246
0.106747043	0	1	0.114155293
-0.784335225	0	0	-0.340763085
0.686787203	0	0	0.617604135
0.069093753	1	0	0.165082811
0.502753993	0	0	0.609266112
-0.137370026	1	1	-0.030857907
-0.308113678	0	0	-0.542468871
-0.438360128	1	0	-0.34237107
-3.189680281	0	1	-3.083168162
-0.623717131	1	0	-0.451136756
2.097563818	1	10	2.204075937
1.337030534	1	1	1.433019591
1.404862607	1	4	1.500851665
1.177816037	1	2	1.185224286
-1.262113538	0	0	-0.884049779
1.133926326	1	3	1.317029762
-1.656808234	0	0	-1.550296115
0.021414317	1	1	0.385153423
-0.513992146	0	0	-0.396956965
0.580519205	1	2	0.563700278
-0.684477384	0	0	-0.577965265
-1.890956599	0	0	-1.641784906
-0.566038445	0	2	-0.558630195
0.88902248	1	3	1.112612279
-0.511681443	1	0	-0.405169324
0.697297426	1	2	0.462942233
-1.386769187	0	0	-1.280257068
-1.492508938	0	0	-1.375473758
1.143388776	1	3	1.074205709
-1.113316441	0	1	-1.006804322
-1.993901661	0	0	-1.821321286
1.467490931	1	2	1.408830924
1.665465734	1	5	1.672873983
0.685988414	1	3	0.781977471
1.097746327	0	4	1.273712109
-0.179106991	0	0	-0.072594872
-0.539073858	0	1	-0.422038677
0.561247369	0	2	0.744350805
-1.587291225	0	0	-1.491302167
0.3740392	1	2	0.487882008
-1.322669215	0	0	-1.205634035
0.01773979	1	4	0.33601829
0.503069272	1	1	0.675649647
0.684415151	1	1	0.856995526
0.373569162	1	0	0.480081281
-1.598846152	0	0	-1.415742716
0.450919612	1	0	0.216564419
1.167702496	1	7	1.175110745
-0.493044463	1	0	-0.251203459
1.229913485	1	3	1.325902543
-0.411950399	0	0	-0.239370024
0.885039613	0	0	0.991551732
-0.440097772	1	0	-0.323062592
0.945267621	1	2	1.117847996
-0.99623629	0	0	-0.823655915
-0.221350948	0	0	-0.114838829
-0.03143159	1	2	-0.100614658
2.314976532	1	11	2.421488651
1.096536674	1	3	1.330649533
-0.672330577	0	1	-0.478857901
-0.866326047	0	0	-0.749290866
0.915250358	1	3	1.098353795
-0.383236554	1	2	-0.363828681
-0.927853458	1	0	-0.741364615
-0.909266467	0	1	-0.726163031
-0.090544014	1	0	0.015968105
0.04611495	1	0	0.142104007
-0.35740688	0	1	-0.261417823
-0.348679303	0	0	-0.417862371
-0.549990602	1	1	-0.530582729
0.784506247	1	1	0.891018366
-2.200671697	1	1	-2.01756826
0.21012616	1	2	0.306115218
-1.805315384	0	0	-1.552758284
2.651495927	1	17	2.59283592
-0.307077574	1	1	-0.131111792
-0.1014054	0	1	0.071174975
0.717025615	0	1	0.834060795
-0.498606153	1	0	-0.256765148
0.172397142	1	0	0.344977517
-0.836627629	0	1	-0.895287635
-1.597851193	0	0	-1.66703426
-0.493595765	0	0	-0.387083646
0.616699254	1	1	0.918171695
1.515072724	1	4	1.621584843
-0.458737796	1	0	-0.286157421
0.515461136	0	0	0.698564572
-0.255886323	0	2	-0.32506939
-0.397897445	0	0	-0.291385326
1.907928405	1	6	2.003917462
-0.278717673	0	1	-0.106137298
1.792886918	1	6	1.975990355
-0.361158975	1	2	-0.353750725
1.463042249	1	1	1.404382242
-0.691176004	0	0	-0.760359071
-0.687703073	0	0	-0.504599637
-0.357666644	0	1	-0.056194202
1.149092005	1	10	1.266127185
-0.771005529	1	0	-0.675016471
-0.457269824	0	1	-0.361280766
-1.074104746	1	0	-0.957069566
0.44363663	1	0	0.619409378
-0.306838002	0	0	-0.189802822
0.264239689	1	1	0.360228747
1.117468658	0	2	1.213457715
0.257921311	0	2	0.36443343
0.067904684	1	2	0.240485059
-0.416900869	0	0	-0.486083936
0.059774463	0	0	-0.009408604
-1.74131667	0	0	-1.568736295
-1.70607334	0	0	-1.522969903
0.604382421	1	3	0.535199353
0.386068961	0	4	0.558649337
-1.195142186	1	1	-1.078107006
0.345187128	0	1	0.451699247
-0.141090677	1	2	-0.034578558
-0.037764521	0	0	0.211407171
0.908292365	0	1	0.839109297
-0.31433837	1	2	-0.19730319
-0.160006862	0	0	-0.053494743
0.285689017	1	2	0.468792453
0.269055155	1	2	0.199872088
-0.847067961	0	1	-0.594857717
-1.518359789	1	0	-1.587542856
1.198550733	0	2	1.38165417
1.196849697	1	8	1.127666629
-1.018782259	1	1	-0.846201884
-1.101313669	0	0	-1.005324612
-0.542823553	0	1	-0.156587503
-0.953383031	0	0	-0.704211338
1.322950957	1	2	1.506054393
0.247225995	0	0	0.178042927
-0.477164158	1	0	-0.224607059
-1.147446401	0	0	-0.964342965
-0.000744179	1	0	0.116291002
-1.497467905	1	0	-1.390955786
-0.506680313	0	0	-0.389645133
0.654913054	0	2	0.662321304
-0.960620748	1	0	-0.795371061
0.365299968	0	2	0.537880343
-2.638969722	0	1	-2.542980665
-0.020680816	0	2	0.155091932
-0.391893618	0	0	-0.21612087
0.038351275	0	2	0.144863394
-0.137103153	1	0	0.17489235
0.850510347	0	4	0.967545527
-0.7123976	0	0	-0.70498935
-0.075823857	0	2	0.030688262
0.983298026	1	3	1.166401462
0.382108502	1	1	0.6056983
-1.739069354	0	0	-1.632557235
0.458711799	0	2	0.554700856
1.923109998	1	3	2.029622117
0.113478072	0	1	0.044295004
1.660914655	1	2	1.777949835
-0.762136225	0	0	-0.645101044
-1.561181102	0	1	-1.249185599
1.077126864	0	4	1.018466858
0.061432522	1	0	0.178467702
0.603879217	1	2	0.53469615
-0.21762418	1	2	-0.451979373
1.324167522	1	6	1.430679641
-0.097022794	0	1	-0.1556828
1.145924046	1	2	1.252436165
0.503713131	0	1	0.599702189
-0.777360165	1	1	-0.604779789
0.309849095	0	2	0.416361214
0.395529568	1	3	0.568109943
-1.162922787	0	0	-1.056410668
1.87344173	1	7	1.979953849
-0.04240927	1	1	0.064102849
0.80224239	0	1	0.908754509
-1.247343516	0	0	-1.023753718
0.824551343	0	4	0.997131718
0.099486306	0	1	0.195475364
0.453244519	1	1	0.625824894
-0.556959459	0	1	-0.178895701
-0.322967145	1	0	-0.15038677
0.968726298	1	4	1.141306673
0.262845132	0	2	0.379880313
-0.102271208	0	0	0.004240911
0.994743158	1	2	0.925560091
0.090907923	1	3	0.340079615
0.526842065	1	0	0.643877245
-0.457028534	1	0	-0.526211601
0.345274621	1	0	0.657270124
-0.299852649	1	1	-0.19334053
-1.27523174	0	0	-1.088742896
-2.196267956	0	0	-2.079232775
0.756865759	1	3	0.522510566
1.728970547	1	1	1.736378797
1.518686719	1	5	1.614675777
1.617032465	1	5	2.099033252
1.713932804	1	5	1.809921861
-0.161764735	1	1	0.150230767
-0.272932303	0	0	-0.155897123
-0.749092695	1	0	-0.38535359
0.984869207	1	2	1.167972643
-0.008905141	1	2	0.167060641
0.20366239	0	0	0.310174509
0.084233184	0	1	0.267326488
0.069122441	0	0	0.165111499
-0.259815078	0	3	-0.16382602
-0.441625831	1	0	-0.500285837
0.627355352	0	3	0.733867471
-0.243026541	0	1	-0.059923105
2.338487567	1	16	2.503737254
0.344851995	1	3	0.568441793
-0.6031424	1	0	-0.496630281
0.164575792	0	0	0.271087911
-0.326005797	1	0	-0.142902361
-2.095935843	0	0	-1.912832406
-0.02510135	0	1	0.081410769
0.015856345	0	3	0.268413444
0.519823365	1	2	0.450640297
-0.315356702	1	0	-0.132253266
-0.221580573	1	1	-0.049000198
0.819535695	1	3	0.926047814
-0.377486861	1	1	-0.26045168
-1.100619849	0	0	-0.914131005
-0.582041994	0	0	-0.475529875
0.39434407	1	1	0.490333128
-0.676177038	1	1	-0.58018798
-2.488327005	0	0	-2.392337947
-1.07521935	0	0	-1.133879356
1.393367611	1	4	1.510402791
-0.4192616	1	2	-0.312749481
-0.245352632	0	1	-0.072772257
-0.394440313	0	1	-0.082444811
-0.311648569	0	4	-0.304240319
-0.81290851	0	1	-0.626419667
-0.137403776	1	0	-0.206586843
0.209195925	0	0	0.150535919
0.011678133	0	0	0.184258508
0.006173815	0	0	0.189277251
-0.482530774	1	2	-0.541190781
-2.008617645	0	0	-1.832844897
-1.044201948	0	0	-0.927166768
-1.833974749	0	0	-1.650871313
1.081683635	1	3	1.188195754
-0.185479613	1	2	-0.009513831
-0.94500566	1	1	-0.838493541
-1.777329924	1	0	-1.660294744
0.633857449	1	0	0.729846507
-0.07620962	1	2	0.030302499
0.41789597	1	3	0.600999407
-0.644253478	0	1	-0.42066368
-1.121252982	0	0	-0.938149546
-0.497598488	1	1	-0.391086369
-0.293454075	1	0	-0.110350638
-0.463832445	1	0	-0.214660753
0.763212802	0	2	0.746393875
-0.960625275	1	0	-0.784659493
0.275244107	1	1	0.447824483
1.747826914	1	4	1.843815971
1.04533806	1	4	1.141327118
0.827594879	1	4	1.000175254
0.313832554	0	1	0.420344673
-0.612584485	0	0	-0.44000411
0.744274724	1	2	0.916855099
0.468181126	0	1	0.574693245
-1.311927431	0	0	-1.205415312
-0.846711066	0	0	-0.729675886
-2.181554767	1	0	-2.064519586
0.920812733	0	1	1.027324852
2.13988966	1	12	2.246401779
-2.950932123	0	0	-2.854943065
-1.277304993	0	0	-1.141004677
-0.943486348	0	1	-0.709373489
0.47323144	0	2	0.649197223
1.924156081	1	5	2.147745879
-1.034549288	0	0	-1.093209294
1.780774931	1	7	1.711591864
-1.235922421	1	0	-1.129410302
0.429928738	0	1	0.613032175
-0.252492208	1	1	0.059503294
-0.270963611	0	0	-0.087860175
0.660978538	1	1	0.59179547
-0.739864283	0	1	-0.556760847
-0.399433773	1	0	-0.025315296
-1.055087268	0	2	-0.813246263
-1.272644244	0	0	-1.341827312
0.946552107	1	3	1.063587287
1.050696619	1	1	1.233800055
-0.56071097	1	0	-0.502293298
-0.368441541	0	3	-0.195861166
0.57130952	1	3	0.688344701
0.242735316	0	2	0.407985002
-0.514776373	0	0	-0.418787316
0.561904338	1	3	0.668416457
0.56789848	0	0	0.663887538
0.177031957	1	2	0.273021014
-0.093093256	0	2	0.023941924
0.041082826	1	0	0.137071883
0.212223252	0	2	0.586485418
0.075876845	0	0	0.017216838
0.752576172	1	0	0.986689031
-0.57638992	1	3	-0.069434095
-1.519507795	0	0	-1.412995676
-0.824900546	0	1	-0.883560552
0.453167992	0	4	0.570203172
-0.293014812	1	1	-0.11704903
-1.65704924	0	0	-1.473945804
-0.034348935	1	1	0.141616847
-0.044466647	1	1	0.072568533
0.294910086	1	1	0.225727018
-0.223432185	0	2	-0.040328748
-1.756834667	0	1	-1.444839164
-0.63090788	1	1	-0.5138727
1.089360178	0	0	1.185349236
0.87766757	0	5	1.179140011
-0.540650459	0	0	-0.423615278
-1.394271725	0	0	-1.218498977
-0.098994837	1	1	0.018040343
0.273256661	0	2	0.456360097
-0.501575223	0	0	-0.256348812
0.41268491	0	2	0.178329717
-0.855707135	0	0	-0.749195016
0.401464754	1	3	0.167109561
-0.165849247	0	2	-0.048814067
-1.106278835	0	0	-1.010289778
1.993848328	1	3	2.100360447
0.538693977	1	1	0.645206096
0.043536818	0	1	-0.190818375
0.556507313	1	3	0.494461899
-0.20079225	1	1	-0.104803192
0.611273623	0	0	0.728308803
-1.160616407	0	0	-0.974127563
0.805012461	1	3	0.91152458
-0.929588909	1	0	-0.92218066
0.314407306	1	0	0.479656993
0.679546792	0	3	0.852127168
-0.732582658	0	1	-0.686718735
0.133393551	1	1	0.229382609
0.501260115	1	2	0.802732557
-1.792256178	0	0	-1.609152741
-0.647264906	0	2	-0.405423902
-1.405970955	1	0	-1.093975453
-1.353239552	0	3	-1.170136115
-0.46392748	0	0	-0.291347105
0.301950585	1	3	0.309358834
-0.988265615	1	0	-0.881753496
0.406716671	1	3	0.582489419
-0.331967924	0	1	-0.195667608
0.157913812	0	2	0.330494188
-0.231078257	1	1	-0.135089199
1.001876292	1	4	1.118911472
-0.482651534	0	1	-0.181179093
-2.175806002	0	0	-1.874333561
1.124700145	1	2	1.132108394
1.680042759	0	6	1.621382753
-0.110423474	1	1	-0.179606542
-0.364846973	0	1	-0.268857916
1.016663994	1	2	1.112653052
0.503991566	1	1	0.687095003
-0.492818108	1	0	-0.375782927
0.566313335	0	3	0.690679203
0.933997127	1	1	1.040509246
-0.138383028	1	1	-0.04239397
-0.679195389	1	0	-0.583206331
-1.380651515	0	0	-1.20807114
-0.632825069	0	2	-0.460244694
1.3764292	1	3	1.559532636
1.140198177	1	4	1.441670618
-1.454145471	0	0	-1.512805478
0.708098094	0	3	0.638915026
-0.419534943	0	1	-0.47819495
-0.815267221	0	0	-0.804473564
-0.804640721	0	1	-0.708651664
-0.36994784	0	0	-0.186844403
-1.190272674	1	0	-1.007323059
-1.956010452	0	0	-1.783430077
-0.491082062	1	0	-0.307978626
1.648071145	1	8	1.754583264
1.14540107	1	0	1.086741063
0.95816662	1	6	1.064678739
-1.046273163	1	0	-0.630340632
-0.659746262	1	0	-0.473257419
-0.10655846	0	0	-0.010569403
-0.947328095	0	1	-0.830292915
-1.574260124	0	0	-1.467748005
1.27166229	1	3	1.271739851
1.505333614	1	7	1.677913989
-0.334152659	1	1	-0.161572284
0.352335753	1	2	0.293675746
-0.255757875	0	0	-0.149245756
-1.425385707	0	0	-1.028626595
-1.389284104	0	0	-1.136727004
-0.608154379	1	0	-0.666814386
-0.175178188	0	1	0.007925248
